Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-12-13,Three Colours: Red,1994,https://boxd.it/2m8MvV,4.5,,,2021-12-13
2021-12-15,Perfect Strangers,2016,https://boxd.it/2mnBWr,4,Yes,,2021-12-15
2021-12-16,Spider-Man: No Way Home,2021,https://boxd.it/2mw6Ad,4.5,,,2021-12-16
2021-12-18,The Celebration,1998,https://boxd.it/2mPOdb,3.5,,,2021-12-17
2021-12-20,FX's A Christmas Carol,2019,https://boxd.it/2ngFzh,3,,,2021-12-20
2021-12-24,Spider-Man: No Way Home,2021,https://boxd.it/2o2PxV,4.5,Yes,,2021-12-24
2021-12-25,Seven Samurai,1954,https://boxd.it/2ockTL,4.5,,,2021-12-24
2021-12-26,Home Alone,1990,https://boxd.it/2oqic9,3,Yes,,2021-12-25
2021-12-26,Trading Places,1983,https://boxd.it/2ouqAr,3,,,2021-12-25
2021-12-27,The House That Jack Built,2018,https://boxd.it/2oJVJT,4,,,2021-12-26
2021-12-27,First Blood,1982,https://boxd.it/2oMkOt,3.5,,,2021-12-27
2021-12-29,The Warriors,1979,https://boxd.it/2pjf5f,3.5,,,2021-12-28
2021-12-30,Demons,1971,https://boxd.it/2pAIrj,4.5,,,2021-12-29
2021-12-31,The Power of the Dog,2021,https://boxd.it/2pQFQn,3.5,,,2021-12-30
2022-01-01,The World Is Not Enough,1999,https://boxd.it/2q5kSx,3.5,Yes,,2021-12-31
2022-01-02,Die Another Day,2002,https://boxd.it/2qmhkV,2.5,Yes,,2022-01-01
2022-01-03,Election,1999,https://boxd.it/2qG6Y1,4,,,2022-01-02
2022-01-03,Encanto,2021,https://boxd.it/2qKVKR,3,,,2022-01-02
2022-01-04,Harry Potter 20th Anniversary: Return to Hogwarts,2022,https://boxd.it/2r3vnl,4,,,2022-01-03
2022-01-05,The Living Daylights,1987,https://boxd.it/2rc5iR,3,Yes,,2022-01-04
2022-01-05,Don't Look Up,2021,https://boxd.it/2rijyV,4,,,2022-01-04
2022-01-06,The Matrix,1999,https://boxd.it/2ryEAF,4,Yes,,2022-01-05
2022-01-07,The Matrix Reloaded,2003,https://boxd.it/2rNa5d,3,Yes,,2022-01-06
2022-01-08,The Matrix Revolutions,2003,https://boxd.it/2s1VO3,3,Yes,,2022-01-07
2022-01-09,Scream 4,2011,https://boxd.it/2sjbKZ,2.5,Yes,,2022-01-08
2022-01-10,The Matrix Resurrections,2021,https://boxd.it/2sBk4f,3,,,2022-01-09
2022-01-12,The Phantom Carriage,1921,https://boxd.it/2sZUqp,4.5,,,2022-01-11
2022-01-14,Strangers on a Train,1951,https://boxd.it/2tz1ft,4,,,2022-01-13
2022-01-16,Spider-Man: No Way Home,2021,https://boxd.it/2u8fcD,4.5,Yes,,2022-01-15
2022-01-17,Scream,2022,https://boxd.it/2uqEfD,3,,,2022-01-16
2022-01-18,Marnie,1964,https://boxd.it/2uERw1,3.5,,,2022-01-17
2022-01-19,Three Colours: Blue,1993,https://boxd.it/2uSqab,5,Yes,,2022-01-18
2022-01-20,Death to 2021,2021,https://boxd.it/2v467l,3,,,2022-01-19
2022-01-22,Eternals,2021,https://boxd.it/2vrSN1,4,Yes,,2022-01-21
2022-01-24,M,1931,https://boxd.it/2vP9Ff,4.5,,,2022-01-23
2022-01-28,Bicycle Thieves,1948,https://boxd.it/2wHgph,4,,,2022-01-27
2022-02-05,A Man Escaped,1956,https://boxd.it/2y9N5T,4,,,2022-02-04
2022-02-05,Psycho,1960,https://boxd.it/2ybTiX,5,Yes,,2022-02-04
2022-02-10,Drive My Car,2021,https://boxd.it/2z8XU5,4,,,2022-02-09
2022-02-11,Woman in the Dunes,1964,https://boxd.it/2ziZgh,4.5,,,2022-02-10
2022-02-12,Nightmare Alley,2021,https://boxd.it/2ztkLb,3.5,,,2022-02-11
2022-02-14,Stalker,1979,https://boxd.it/2zVOU9,4,,,2022-02-13
2022-02-17,King Richard,2021,https://boxd.it/2AqRhV,3.5,,,2022-02-16
2022-02-21,CODA,2021,https://boxd.it/2BjD2d,3.5,,,2022-02-21
2022-02-23,Texas Chainsaw Massacre,2022,https://boxd.it/2BBniP,1,,,2022-02-22
2022-02-27,Dark Glasses,2022,https://boxd.it/2CdVE7,2.5,,,2022-02-26
2022-03-03,"Paris, Texas",1984,https://boxd.it/2CVepr,4.5,,,2022-03-02
2022-03-05,La Haine,1995,https://boxd.it/2DblfF,4,,,2022-03-04
2022-03-05,Belfast,2021,https://boxd.it/2DflfN,3.5,,,2022-03-04
2022-03-06,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,https://boxd.it/2DpOnh,3.5,Yes,,2022-03-05
2022-03-07,West Side Story,2021,https://boxd.it/2DHXWB,3,,,2022-03-06
2022-03-08,Batman Returns,1992,https://boxd.it/2DS4dN,4,,,2022-03-07
2022-03-08,The Batman,2022,https://boxd.it/2DVENN,4,,,2022-03-07
2022-03-10,Days of Being Wild,1990,https://boxd.it/2Eg8AT,4,,,2022-03-09
2022-03-11,One Cut of the Dead,2017,https://boxd.it/2Ep5AJ,4.5,,,2022-03-10
2022-03-13,In the Mood for Love,2000,https://boxd.it/2ENlzl,4.5,,,2022-03-12
2022-03-19,Toy Story,1995,https://boxd.it/2FWlvZ,4.5,Yes,,2022-03-18
2022-03-20,Licorice Pizza,2021,https://boxd.it/2G7toT,4,,,2022-03-19
2022-03-21,Portrait of a Lady on Fire,2019,https://boxd.it/2GmwDd,4,,,2022-03-20
2022-03-22,Body Double,1984,https://boxd.it/2GvyQL,3.5,,,2022-03-21
2022-03-23,Akira,1988,https://boxd.it/2GKBeP,4.5,,,2022-03-22
2022-03-27,Turning Red,2022,https://boxd.it/2Hmo9j,3.5,,,2022-03-26
2022-03-29,Come and See,1985,https://boxd.it/2HR9pt,5,,,2022-03-28
2022-03-30,Dressed to Kill,1980,https://boxd.it/2HYFZx,4,,,2022-03-29
2022-03-30,Mean Girls,2004,https://boxd.it/2HZUoD,3,,,2022-03-29
2022-04-03,Superbad,2007,https://boxd.it/2IDxYj,3.5,,,2022-04-02
2022-04-03,Spirited Away,2001,https://boxd.it/2IHpcf,4,,,2022-04-02
2022-04-04,Snake Eyes,1998,https://boxd.it/2IRyn7,3.5,,,2022-04-03
2022-04-05,Videodrome,1983,https://boxd.it/2J49dx,4,,,2022-04-04
2022-04-11,Lux Æterna,2019,https://boxd.it/2K6D8P,3.5,,,2022-04-10
2022-04-12,Koyaanisqatsi,1982,https://boxd.it/2Kihat,4.5,,,2022-04-11
2022-04-13,National Treasure,2004,https://boxd.it/2Kt5ON,3.5,Yes,,2022-04-12
2022-04-14,The Rocky Horror Picture Show,1975,https://boxd.it/2KCGbh,4,Yes,,2022-04-13
2022-04-16,Sosia - La vita degli altri,2021,https://boxd.it/2KTOj3,1.5,,,2022-04-15
2022-04-16,Harakiri,1962,https://boxd.it/2KUNMP,4.5,,,2022-04-15
2022-04-18,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/2Lncbb,3.5,,,2022-04-17
2022-04-20,Il Sorpasso,1962,https://boxd.it/2LMGPF,4,,,2022-04-19
2022-04-21,Wild Strawberries,1957,https://boxd.it/2LVQUN,4.5,,,2022-04-20
2022-04-22,Death on the Nile,2022,https://boxd.it/2M6Lhj,3,,,2022-04-21
2022-04-26,The Chronicles of Narnia: Prince Caspian,2008,https://boxd.it/2MOHcx,3,Yes,,2022-04-25
2022-04-27,Ju-on: The Beginning of the End,2014,https://boxd.it/2MZEqX,1.5,,,2022-04-26
2022-04-27,The Northman,2022,https://boxd.it/2N2qZ1,4,,,2022-04-27
2022-04-28,Vortex,2021,https://boxd.it/2N9Gux,4.5,,,2022-04-27
2022-04-30,Je Tu Il Elle,1974,https://boxd.it/2Nu3yH,3.5,,,2022-04-29
2022-05-03,Fermat's Room,2007,https://boxd.it/2O3Hex,2.5,,,2022-05-02
2022-05-05,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2OmQuR,4,,,2022-05-04
2022-05-06,Moon Knight,2022,https://boxd.it/2OtvTF,3.5,,,2022-05-05
2022-05-06,Chungking Express,1994,https://boxd.it/2OxjNt,3.5,,,2022-05-05
2022-05-07,Lola,1981,https://boxd.it/2OE0cR,3.5,,,2022-05-06
2022-05-07,Star Wars: The Rise of Skywalker,2019,https://boxd.it/2OIIhp,2,Yes,,2022-05-06
2022-05-10,Ju-On: Origins,2020,https://boxd.it/2PkFxF,3.5,,,2022-05-09
2022-05-12,Choose or Die,2022,https://boxd.it/2PEOJl,2,,,2022-05-11
2022-05-16,Beau Travail,1999,https://boxd.it/2QkNRR,4,,,2022-05-15
2022-05-17,Rabid,1977,https://boxd.it/2QvYLd,3,,,2022-05-16
2022-05-18,Scanners,1981,https://boxd.it/2QGNdB,3.5,,,2022-05-17
2022-05-21,Cosmopolis,2012,https://boxd.it/2R8oMn,4.5,,,2022-05-20
2022-05-21,Spider,2002,https://boxd.it/2Rcuoz,3.5,,,2022-05-20
2022-05-24,Don Juan,2022,https://boxd.it/2RNLSZ,2.5,,,2022-05-23
2022-05-24,November,2022,https://boxd.it/2ROBIn,3.5,,,2022-05-23
2022-05-24,Joyland,2022,https://boxd.it/2RWkkJ,4,,,2022-05-24
2022-05-25,Forever Young,2022,https://boxd.it/2RXi6H,3.5,,,2022-05-24
2022-05-25,The Dam,2022,https://boxd.it/2S02Ez,3,,,2022-05-24
2022-05-25,Nostalgia,2022,https://boxd.it/2S2wI1,3.5,,,2022-05-24
2022-05-25,Decision to Leave,2022,https://boxd.it/2S7vdL,4.5,,,2022-05-25
2022-05-26,Crimes of the Future,2022,https://boxd.it/2S8arf,4,,,2022-05-25
2022-05-26,The Trial,1962,https://boxd.it/2S9NFn,3.5,,,2022-05-25
2022-05-30,Klute,1971,https://boxd.it/2SXCQp,4,,,2022-05-30
2022-05-30,Chip 'n Dale: Rescue Rangers,2022,https://boxd.it/2SYMHJ,3.5,,,2022-05-30
2022-06-02,Dazed and Confused,1993,https://boxd.it/2Tp6Av,3.5,,,2022-06-01
2022-06-03,Jurassic World Dominion,2022,https://boxd.it/2TxtJh,2.5,,,2022-06-02
2022-06-03,eXistenZ,1999,https://boxd.it/2TyIJt,4,,,2022-06-02
2022-06-06,Repo Man,1984,https://boxd.it/2UcEwv,3.5,,,2022-06-06
2022-06-07,Everything Everywhere All at Once,2022,https://boxd.it/2UiSUN,4.5,,,2022-06-07
2022-06-08,The Grudge,2019,https://boxd.it/2Ut65z,2,,,2022-06-07
2022-06-11,The Brood,1979,https://boxd.it/2UXC3P,4,,,2022-06-10
2022-06-15,Clue,1985,https://boxd.it/2VIrhb,3.5,,,2022-06-14
2022-06-17,The Last Temptation of Christ,1988,https://boxd.it/2VYe2J,4,,,2022-06-16
2022-06-20,City Lights,1931,https://boxd.it/2WAq4j,4.5,,,2022-06-19
2022-06-21,Lightyear,2022,https://boxd.it/2WQflZ,3,,,2022-06-20
2022-06-23,Obi-Wan Kenobi,2022,https://boxd.it/2XbBBx,2.5,,,2022-06-22
2022-06-29,The Black Phone,2021,https://boxd.it/2YlmYF,3,,,2022-06-28
2022-06-30,Blind Chance,1987,https://boxd.it/2YBLpH,3.5,,,2022-06-29
2022-07-04,Heat,1995,https://boxd.it/2Zg0jf,4,,,2022-07-03
2022-07-08,Thor: Love and Thunder,2022,https://boxd.it/30182b,3.5,,,2022-07-07
2022-07-11,Taste of Cherry,1997,https://boxd.it/30E9gV,4,,,2022-07-10
2022-07-16,Amores Perros,2000,https://boxd.it/31wuRr,4,,,2022-07-15
2022-07-16,Ring,1998,https://boxd.it/31AFbf,3.5,,,2022-07-15
2022-07-19,The Decameron,1971,https://boxd.it/32gk39,3.5,,,2022-07-18
2022-07-20,Alphaville,1965,https://boxd.it/32sw1X,4.5,,,2022-07-19
2022-07-22,Ju-on: The Final Curse,2015,https://boxd.it/32OvMR,2,,,2022-07-21
2022-07-23,Exam,2009,https://boxd.it/330rK7,2.5,,,2022-07-22
2022-07-24,Coherence,2013,https://boxd.it/338X2R,3,,,2022-07-23
2022-07-25,National Treasure: Book of Secrets,2007,https://boxd.it/33tyf9,3,Yes,,2022-07-24
2022-08-08,Ms. Marvel,2022,https://boxd.it/36FXAx,3,,,2022-08-01
2022-08-08,Touki Bouki,1973,https://boxd.it/36FY5l,3,,,2022-08-01
2022-08-08,Prey,2022,https://boxd.it/36FYpP,3.5,,,2022-08-07
2022-08-10,Five Easy Pieces,1970,https://boxd.it/37aI65,4,,,2022-08-09
2022-08-12,Anatomy of a Murder,1959,https://boxd.it/37uSB3,4.5,,,2022-08-11
2022-08-13,Possessor,2020,https://boxd.it/37GwZL,4,,,2022-08-12
2022-08-13,Nope,2022,https://boxd.it/37Is0t,4,,,2022-08-12
2022-08-19,Spinning Man,2018,https://boxd.it/3908sx,2.5,,,2022-08-18
2022-08-22,Diabolique,1955,https://boxd.it/39xHt7,4,,,2022-08-21
2022-08-23,Twilight,2008,https://boxd.it/39L1SR,2.5,Yes,,2022-08-22
2022-08-23,The Gray Man,2022,https://boxd.it/39QJ63,3,,,2022-08-23
2022-08-24,Saw V,2008,https://boxd.it/39Xaix,2,Yes,,2022-08-23
2022-08-24,Crash,1996,https://boxd.it/3a6QFB,4,,,2022-08-24
2022-08-25,Spider-Man: No Way Home,2021,https://boxd.it/3a9TcX,4.5,Yes,,2022-08-24
2022-09-02,TÁR,2022,https://boxd.it/3bGmvd,3.5,,,2022-09-01
2022-09-02,"BARDO, False Chronicle of a Handful of Truths",2022,https://boxd.it/3bGrB1,4.5,,,2022-09-01
2022-09-04,Godzilla,1954,https://boxd.it/3bZuKN,3.5,,,2022-09-03
2022-09-05,X,2022,https://boxd.it/3c983n,3.5,,,2022-09-04
2022-09-05,Ricky Gervais: SuperNature,2022,https://boxd.it/3ccsTf,3.5,,,2022-09-04
2022-09-05,Pearl,2022,https://boxd.it/3ceYzZ,4,,,2022-09-04
2022-09-06,Don't Worry Darling,2022,https://boxd.it/3crppV,2.5,,,2022-09-05
2022-09-06,Love Life,2022,https://boxd.it/3cty9L,3.5,,,2022-09-05
2022-09-07,Valerie and Her Week of Wonders,1970,https://boxd.it/3cAdb1,4.5,,,2022-09-06
2022-09-11,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/3dlHMv,4,Yes,,2022-09-10
2022-09-13,Pistol,2022,https://boxd.it/3dHERL,4,,,2022-09-12
2022-09-21,The Magic Flute,1975,https://boxd.it/3fcWxP,3.5,,,2022-09-20
2022-09-21,The Sacrament,2013,https://boxd.it/3ffSCH,3,,,2022-09-20
2022-09-24,Y Tu Mamá También,2001,https://boxd.it/3fRLn7,4,,,2022-09-24
2022-09-25,Avatar,2009,https://boxd.it/3fW5RT,4,Yes,,2022-09-24
2022-09-28,The Vanishing,1988,https://boxd.it/3gzLvt,4.5,,,2022-09-27
2022-09-30,The Innkeepers,2011,https://boxd.it/3gYyNJ,3.5,,,2022-09-29
2022-10-03,Roman Holiday,1953,https://boxd.it/3hDipt,3.5,,,2022-10-02
2022-10-04,You're Next,2011,https://boxd.it/3hRLzZ,3,,,2022-10-03
2022-10-08,Demons,1985,https://boxd.it/3iLA49,4,,,2022-10-08
2022-10-09,Werewolf by Night,2022,https://boxd.it/3iMvyv,2.5,,,2022-10-08
2022-10-12,Son of the White Mare,1981,https://boxd.it/3jxBvh,4,,,2022-10-11
2022-10-14,She-Hulk: Attorney at Law,2022,https://boxd.it/3jXwpP,3,,,2022-10-14
2022-10-15,Halloween Ends,2022,https://boxd.it/3k7amf,2,,,2022-10-14
2022-10-23,Repulsion,1965,https://boxd.it/3lP8hJ,4,,,2022-10-22
2022-10-24,Terrifier,2016,https://boxd.it/3m6AAN,2.5,,,2022-10-23
2022-10-25,Snatch,2000,https://boxd.it/3mjOWf,3.5,,,2022-10-24
2022-10-29,Lot 36,2022,https://boxd.it/3n5n2b,3,,,2022-10-28
2022-10-31,Hereditary,2018,https://boxd.it/3nBSIV,4,Yes,bloodysunday,2022-10-30
2022-11-01,Pierrot le Fou,1965,https://boxd.it/3nOaIX,4,,,2022-10-31
2022-11-02,Graveyard Rats,2022,https://boxd.it/3nZuJ9,3.5,,,2022-11-01
2022-11-02,The Water,2022,https://boxd.it/3o6Ebl,4,,,2022-11-01
2022-11-07,Cure,1997,https://boxd.it/3pbYTr,4,,bloodysunday,2022-11-06
2022-11-09,La Notte,1961,https://boxd.it/3pxiob,4.5,,,2022-11-08
2022-11-11,The Autopsy,2022,https://boxd.it/3pYigl,4,,,2022-11-10
2022-11-13,The Outside,2022,https://boxd.it/3qhNAp,3,,,2022-11-12
2022-11-14,Black Panther: Wakanda Forever,2022,https://boxd.it/3qFfPN,3.5,,,2022-11-13
2022-11-18,Donkey Skin,1970,https://boxd.it/3rqjlB,3,,,2022-11-17
2022-11-19,Pickman's Model,2022,https://boxd.it/3rC24d,2.5,,,2022-11-18
2022-11-21,Disenchanted,2022,https://boxd.it/3s6K7Z,2.5,,,2022-11-20
2022-11-25,Ace in the Hole,1951,https://boxd.it/3sQZCF,4,,,2022-11-24
2022-11-26,The Guardians of the Galaxy Holiday Special,2022,https://boxd.it/3t2x87,3.5,,,2022-11-25
2022-11-28,Angst,1983,https://boxd.it/3tzDjh,4,,bloodysunday,2022-11-27
2022-11-30,Hunger,2008,https://boxd.it/3tZjD9,3.5,,,2022-11-29
2022-12-05,Smile,2022,https://boxd.it/3v0God,2.5,,bloodysunday,2022-12-04
2022-12-06,Triangle of Sadness,2022,https://boxd.it/3vcPWd,4.5,,,2022-12-05
2022-12-10,Guillermo del Toro's Pinocchio,2022,https://boxd.it/3vXQpD,3.5,,,2022-12-09
2022-12-13,Naked,1993,https://boxd.it/3wHhed,3.5,,,2022-12-12
2022-12-16,Mickey's Once Upon a Christmas,1999,https://boxd.it/3xjZiJ,4,Yes,,2022-12-15
2022-12-30,Avatar: The Way of Water,2022,https://boxd.it/3BHBaZ,3.5,,,2022-12-16
2022-12-18,Tokyo Story,1953,https://boxd.it/3xQD63,4,,,2022-12-17
2022-12-19,Sweetie,1989,https://boxd.it/3y1wKH,3,,,2022-12-18
2022-12-19,Black Christmas,1974,https://boxd.it/3y6nqD,3.5,Yes,bloodysunday,2022-12-18
2022-12-23,Kwaidan,1964,https://boxd.it/3z9OeT,4.5,,,2022-12-22
2022-12-25,Glass Onion,2022,https://boxd.it/3zGcLh,4,,,2022-12-24
2022-12-30,A Christmas Tale,2008,https://boxd.it/3BHERx,4,,,2022-12-25
2022-12-30,Resident Evil,2002,https://boxd.it/3BHFOT,3,Yes,,2022-12-28
2022-12-30,Resident Evil: Apocalypse,2004,https://boxd.it/3BHGWT,2.5,Yes,,2022-12-29
2022-12-30,Resident Evil: Extinction,2007,https://boxd.it/3BHHlp,2.5,,,2022-12-29
2022-12-31,Close-Up,1990,https://boxd.it/3Ci7VP,4.5,,,2022-12-31
2023-01-03,The Fabelmans,2022,https://boxd.it/3DjytJ,3.5,,,2023-01-02
2023-01-04,The Big Lebowski,1998,https://boxd.it/3DINpn,4.5,Yes,,2023-01-03
2023-01-09,Puss in Boots: The Last Wish,2022,https://boxd.it/3FMYOp,4,,,2023-01-08
2023-01-10,Stereo (Tile 3B of a CAEE Educational Mosaic),1969,https://boxd.it/3G7Qs3,3.5,,MUBI,2023-01-09
2023-01-17,The Banshees of Inisherin,2022,https://boxd.it/3Iz7LD,4.5,,,2023-01-16
2023-01-19,Maps to the Stars,2014,https://boxd.it/3J3ySL,4,,mubi,2023-01-18
2023-01-31,A Couch in New York,1996,https://boxd.it/3MXMKb,3,,mubi,2023-01-30
2023-02-04,In Bruges,2008,https://boxd.it/3O70IP,4.5,Yes,,2023-02-03
2023-02-05,Terrifier 2,2022,https://boxd.it/3OmfFr,3.5,,,2023-02-04
2023-02-07,Top Gun,1986,https://boxd.it/3P8Vf7,2.5,,,2023-02-06
2023-02-10,Babylon,2022,https://boxd.it/3PSmov,4.5,,,2023-02-09
2023-02-15,Top Gun: Maverick,2022,https://boxd.it/3Re0uz,3.5,,,2023-02-14
2023-02-16,A Short Film About Love,1988,https://boxd.it/3RthIX,3.5,,mubi,2023-02-15
2023-02-19,I Am the Abyss,2022,https://boxd.it/3SkrdL,2,,,2023-02-18
2023-02-21,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/3T1hjb,2,,,2023-02-20
2023-02-27,All Quiet on the Western Front,2022,https://boxd.it/3UAP1p,4,,,2023-02-26
2023-03-01,Under the Silver Lake,2018,https://boxd.it/3V8q63,4,,mubi,2023-02-28
2023-03-07,F9,2021,https://boxd.it/3WR7mP,2,,,2023-03-06
2023-03-11,Creed,2015,https://boxd.it/3XUtSt,3.5,Yes,,2023-03-10
2023-03-12,Skinamarink,2022,https://boxd.it/3YdbzB,4.5,,,2023-03-11
2023-03-13,Creed II,2018,https://boxd.it/3Yzp1d,3,Yes,,2023-03-12
2023-03-14,Pleasure,2021,https://boxd.it/3YRnsR,3,,mubi,2023-03-13
2023-03-17,Creed III,2023,https://boxd.it/3ZBuE3,3,,,2023-03-16
2023-03-18,The Last of Sheila,1973,https://boxd.it/3ZP8ft,3.5,,,2023-03-17
2023-03-20,Sadako vs. Kayako,2016,https://boxd.it/40sdvz,2.5,,,2023-03-19
2023-03-24,Rocky,1976,https://boxd.it/41mL4z,4,Yes,,2023-03-23
2023-03-25,Rocky II,1979,https://boxd.it/41OoQr,4,Yes,,2023-03-24
2023-03-26,Metropolis,1927,https://boxd.it/41ZPGP,5,Yes,,2023-03-25
2023-03-27,Rocky III,1982,https://boxd.it/42iT1J,3.5,Yes,,2023-03-26
2023-03-27,Rocky IV,1985,https://boxd.it/42slOd,3,Yes,,2023-03-27
2023-04-06,Scream,2022,https://boxd.it/44REml,3,Yes,,2023-04-05
2023-04-07,Next Door,2005,https://boxd.it/45cxn9,3,,,2023-04-06
2023-04-09,Gone Baby Gone,2007,https://boxd.it/45QCqH,3.5,,,2023-04-08
2023-04-10,My Friends,1975,https://boxd.it/46aVnn,4,,,2023-04-09
2023-04-12,Frantic,1988,https://boxd.it/46NQK5,3.5,,,2023-04-11
2023-04-13,Dead Ringers,1988,https://boxd.it/474AIB,4,,,2023-04-12
2023-04-14,Rocky V,1990,https://boxd.it/47ipwR,2.5,,,2023-04-13
2023-04-24,Star Wars Rebels: Spark of Rebellion,2014,https://boxd.it/49XJTr,3,,,2023-04-15
2023-04-16,The Super Mario Bros. Movie,2023,https://boxd.it/47Pw3t,3.5,,,2023-04-16
2023-04-20,Rocky Balboa,2006,https://boxd.it/48SLdj,3.5,,,2023-04-19
2023-04-21,Speak No Evil,2022,https://boxd.it/496aSx,4,,,2023-04-20
2023-04-26,Scream VI,2023,https://boxd.it/4avRP1,3,,,2023-04-25
2023-04-27,BEEF,2023,https://boxd.it/4aJaDf,4,,,2023-04-26
2023-04-28,Money Shot: The Pornhub Story,2023,https://boxd.it/4aZ01x,2,,,2023-04-27
2023-04-29,A Dangerous Method,2011,https://boxd.it/4bbMfh,3.5,,,2023-04-28
2023-05-02,After Ever Happy,2022,https://boxd.it/4c3zA5,1,,,2023-05-01
2023-05-02,Picnic at Hanging Rock,1975,https://boxd.it/4c59Nr,3.5,,mubi,2023-05-01
2023-05-03,Evil Dead II,1987,https://boxd.it/4ckG0x,4,Yes,,2023-05-02
2023-05-04,Evil Dead Rise,2023,https://boxd.it/4cAXd1,3.5,,,2023-05-03
2023-05-05,Star Wars,1977,https://boxd.it/4cVzcv,4.5,Yes,,2023-05-04
2023-05-10,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4eguQL,4,,,2023-05-09
2023-05-11,How to Train Your Dragon,2010,https://boxd.it/4eregp,4,,,2023-05-10
2023-05-12,No Time to Die,2021,https://boxd.it/4eOAYJ,4,Yes,,2023-05-11
2023-05-13,Dreams in the Witch House,2022,https://boxd.it/4eUwwj,2.5,,,2023-05-12
2023-05-14,The Empire Strikes Back,1980,https://boxd.it/4fasXR,4.5,Yes,,2023-05-13
2023-05-17,The Viewing,2022,https://boxd.it/4fUE7Z,4,,,2023-05-16
2023-05-18,Breaking Surface,2020,https://boxd.it/4g75dJ,3,,,2023-05-17
2023-05-19,How to Train Your Dragon 2,2014,https://boxd.it/4gis7V,3.5,,,2023-05-18
2023-05-20,How to Train Your Dragon: The Hidden World,2019,https://boxd.it/4gzBjZ,4,,,2023-05-19
2023-05-21,The Fly,1986,https://boxd.it/4gPHz7,4.5,Yes,,2023-05-20
2023-05-24,Return of the Jedi,1983,https://boxd.it/4hKd7B,3.5,Yes,,2023-05-23
2023-05-24,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/4hKeNt,3.5,Yes,,2023-05-23
2023-06-04,The Dead Zone,1983,https://boxd.it/4kggCJ,3.5,,,2023-06-03
2023-06-06,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/4l1fMn,3,Yes,,2023-06-05
2023-06-07,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4lhBQD,4.5,,,2023-06-06
2023-06-07,Copenhagen Cowboy,2022,https://boxd.it/4liPu9,3.5,,,2023-06-07
2023-06-08,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/4lydk3,4.5,Yes,,2023-06-07
2023-06-13,Fast X,2023,https://boxd.it/4mUFVf,2,,,2023-06-12
2023-06-16,Black Mirror: Joan Is Awful,2023,https://boxd.it/4nyuJH,3,,,2023-06-15
2023-06-16,Last Night of Amore,2023,https://boxd.it/4nCGEH,4,,,2023-06-15
2023-06-16,Black Mirror: Loch Henry,2023,https://boxd.it/4nFLXP,3.5,,,2023-06-15
2023-06-17,Black Mirror: Beyond the Sea,2023,https://boxd.it/4nVGhr,4,,,2023-06-16
2023-06-18,Black Mirror: Mazey Day,2023,https://boxd.it/4o8QkV,2.5,,,2023-06-17
2023-06-19,On Her Majesty's Secret Service,1969,https://boxd.it/4oAeaz,4,Yes,,2023-06-18
2023-06-20,Black Mirror: Demon 79,2023,https://boxd.it/4oMZxp,3,,,2023-06-19
2023-06-20,Knife+Heart,2018,https://boxd.it/4oQBYf,4,,mubi,2023-06-19
2023-06-24,Mixed by Erry,2023,https://boxd.it/4pUTEp,3.5,,,2023-06-23
2023-06-29,Bullet Train,2022,https://boxd.it/4rqZvB,3,,,2023-06-28
2023-06-30,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/4rEgKT,3,,,2023-06-29
2023-07-01,One Cut of the Dead,2017,https://boxd.it/4rWbG9,4.5,Yes,,2023-06-30
2023-07-02,Manhunter,1986,https://boxd.it/4sgdFn,4.5,,,2023-07-01
2023-07-03,The Murmuring,2022,https://boxd.it/4sAJtD,3.5,,,2023-07-02
2023-07-10,Mission: Impossible,1996,https://boxd.it/4uRCNX,4,Yes,,2023-07-09
2023-07-11,Mission: Impossible II,2000,https://boxd.it/4uV4Zj,2.5,Yes,,2023-07-10
2023-07-11,Mission: Impossible III,2006,https://boxd.it/4vc577,3.5,Yes,,2023-07-11
2023-07-12,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/4vlFOz,3.5,Yes,,2023-07-11
2023-07-13,Mission: Impossible – Rogue Nation,2015,https://boxd.it/4vvSGN,4,Yes,,2023-07-12
2023-07-13,Mission: Impossible – Fallout,2018,https://boxd.it/4vynuR,4,Yes,,2023-07-12
2023-07-15,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/4w3maN,3.5,,,2023-07-12
2023-07-22,Basic Instinct,1992,https://boxd.it/4ypnTh,3,,,2023-07-21
2023-07-23,The Graduate,1967,https://boxd.it/4yUf0P,4,,,2023-07-22
2023-07-24,Unfaithful,2002,https://boxd.it/4ztxz9,2.5,,,2023-07-23
2023-07-25,Barbie,2023,https://boxd.it/4zReRV,3.5,,,2023-07-24
